chrom	bp	SNPID	avg_rank	med_rank	p20_rank	std_rank	var_rank	mad_rank	avg_rank_rel	med_rank_rel	p20_rank_rel	var_rank_rel	var_rank_weight	var_weighted_avg_rank	var_weighted_rel_avg_rank
scaffold_0	1772692	361	5431.45	4778.5	3586.0	2220.48324639	4930545.8475	1093.0	0.460839131173	0.405438656033	0.304259290684	0.292006492583	0.707993507417	3845.43133586	0.326271112834
scaffold_0	1839423	396	7314.2	7291.0	5792.8	1750.87228546	3065553.76	1076.0	0.620583743424	0.618615306296	0.491498387918	0.181554259705	0.818445740295	5986.27583367	0.507914121302
scaffold_0	1839752	397	2557.45	2231.0	266.2	2443.44440238	5970420.5475	1526.5	0.2169904972	0.189292380791	0.0225861191244	0.353591999191	0.646408000809	1653.15614167	0.14026439349
scaffold_0	1843353	399	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	1985492	434	5212.6	4707.5	3264.4	2285.75679809	5224684.14	1593.0	0.442270490412	0.399414559647	0.27697267945	0.30942652959	0.69057347041	3599.68327186	0.305420267424
scaffold_0	2013537	438	3510.35	3471.5	1657.0	2380.1825618	5665269.0275	1181.0	0.297840658408	0.294544374682	0.140590531139	0.335519715145	0.664480284855	2332.55836794	0.197909245541
scaffold_0	2033974	441	4919.7	4440.5	2785.4	2666.02747735	7107702.51	1761.0	0.417418971661	0.37676056338	0.236331240455	0.420946350458	0.579053649542	2848.77023965	0.241707978929
scaffold_0	2087605	452	10196.85	10246.5	9758.8	711.622320828	506406.3275	420.5	0.865166298999	0.869378924147	0.827999321229	0.0299913924521	0.970008607548	9891.03226988	0.839218756989
scaffold_0	2213688	464	7838.9	7557.5	6405.0	1678.6515094	2817870.89	1223.0	0.665102664178	0.641226879348	0.543441371118	0.166885497183	0.833114502817	6530.70127614	0.554106675389
scaffold_0	2239145	466	2549.6	1419.0	341.4	2950.0943612	8703056.74	1151.0	0.216324452741	0.120397081283	0.0289665705074	0.515429559323	0.484570440677	1235.46079555	0.104824435394
scaffold_0	2278458	469	9721.65	10014.5	8123.4	1426.51685146	2034950.3275	923.5	0.82484727643	0.849694552859	0.689241472934	0.120517834352	0.879482165648	8550.01779567	0.725438469003
scaffold_0	2290821	471	3827.75	3036.0	1406.4	2727.55056553	7439532.0875	1723.5	0.324770914644	0.257593755303	0.119328016291	0.440598614945	0.559401385055	2141.24865164	0.181677299478
scaffold_0	2325356	473	8452.95	7883.5	7235.2	1651.61940153	2727846.6475	865.0	0.71720261327	0.668886814865	0.613880875615	0.161553904269	0.838446095731	7087.34292491	0.601335730944
scaffold_0	2337493	475	9600.5	9819.0	8494.8	1042.03039783	1085827.35	898.5	0.814568131682	0.833107076192	0.72075343628	0.0643070049101	0.93569299509	8983.12059936	0.762185694838
scaffold_0	2339295	476	3827.75	3036.0	1406.4	2727.55056553	7439532.0875	1723.5	0.324770914644	0.257593755303	0.119328016291	0.440598614945	0.559401385055	2141.24865164	0.181677299478
scaffold_0	2365003	481	2020.05	774.5	425.4	2451.05233471	6007657.5475	568.5	0.171394026811	0.0657135584592	0.0360936704565	0.355797322111	0.644202677889	1301.32161947	0.110412491046
scaffold_0	2558766	484	9383.7	9529.0	8415.2	920.648418236	847593.51	714.0	0.796173426099	0.808501612082	0.713999660614	0.0501978514442	0.949802148556	8912.6584214	0.756207230732
scaffold_0	2562119	487	4705.9	3661.0	1677.0	3341.89935366	11168291.29	1996.0	0.399278805362	0.310622772781	0.142287459698	0.661430532969	0.338569467031	1593.2740549	0.135183612328
scaffold_0	2582537	488	3638.15	2706.0	1183.6	2855.25929252	8152505.6275	1747.0	0.308684031902	0.229594434074	0.10042423214	0.48282373751	0.51717626249	1881.56481938	0.15964405391
scaffold_0	2639048	489	10459.3	10359.0	9789.4	822.871806541	677118.01	596.0	0.887434244018	0.878924147293	0.830595621924	0.0401016157806	0.959898384219	10039.8651701	0.851846696934
scaffold_0	2782878	493	8914.65	8937.5	7716.8	1477.71259976	2183634.5275	1044.0	0.756376209062	0.758314949941	0.654742915323	0.129323502748	0.870676497252	7761.77623623	0.65855898831
scaffold_0	2953612	496	5589.15	5225.5	4616.0	1588.97543326	2524842.9275	558.5	0.474219412863	0.443365009333	0.391651111488	0.149531218325	0.850468781675	4753.3975911	0.403308806304
scaffold_0	3566074	520	5025.45	5309.5	2822.8	2097.7600548	4400597.2475	2159.0	0.426391481419	0.450492109282	0.239504496861	0.260620833323	0.739379166677	3715.71303318	0.315264978209
scaffold_0	3664430	526	3867.7	3288.0	1530.6	2788.55217093	7776023.21	1519.5	0.328160529442	0.27897505515	0.129865942644	0.460526954627	0.539473045373	2086.51989759	0.177033760189
scaffold_0	3704991	527	5834.3	5806.0	4737.2	1371.57216726	1881210.21	1088.0	0.495019514678	0.492618360767	0.401934498558	0.111412734457	0.888587265543	5184.28468336	0.439868036939
scaffold_0	3713924	529	7619.45	7407.5	6221.2	1750.03455609	3062620.9475	1192.0	0.646483115561	0.628499915154	0.527846597658	0.181380566909	0.818619433091	6237.42983946	0.529223641563
scaffold_0	4218414	539	8056.75	7654.0	6551.4	1502.67544317	2258033.4875	1295.5	0.68358645851	0.649414559647	0.555862888172	0.133729704421	0.866270295579	6979.32320391	0.592170643467
scaffold_0	4218523	538	3191.1	2524.5	1726.0	2084.19149552	4343854.19	825.5	0.27075343628	0.214194807399	0.146444934668	0.257260284266	0.742739715734	2370.15670688	0.201099330297
scaffold_0	4314606	548	3578.45	2572.0	1598.8	2451.66497456	6010661.1475	1056.0	0.303618700153	0.218225012727	0.135652469031	0.355975207223	0.644024792777	2304.61051971	0.195537970449
scaffold_0	4493469	562	4762.35	4406.5	2985.4	2321.27422497	5388314.0275	1602.0	0.404068386221	0.373875784829	0.253300526048	0.319117340914	0.680882659086	3242.6015315	0.275123157263
scaffold_0	4548451	569	5731.7	4883.5	3690.4	2527.58725072	6388697.31	1296.0	0.486314271169	0.414347530969	0.313117257763	0.378364009051	0.621635990949	3563.03100932	0.302310453871
scaffold_0	4651990	586	7712.9	7790.5	6417.8	1307.59408457	1709802.29	813.5	0.654412014254	0.660996097064	0.544527405396	0.10126127718	0.89873872282	6931.88189524	0.588145417889
scaffold_0	4731053	591	3578.45	2572.0	1598.8	2451.66497456	6010661.1475	1056.0	0.303618700153	0.218225012727	0.135652469031	0.355975207223	0.644024792777	2304.61051971	0.195537970449
scaffold_0	4757604	595	3471.35	3307.5	1995.8	1578.23246941	2490817.7275	1108.0	0.294531647718	0.280629560496	0.169336500933	0.147516110948	0.852483889052	2959.26994826	0.251083484495
scaffold_0	4850717	599	6614.1	5958.0	5121.4	2115.36958709	4474788.49	848.0	0.561182759206	0.505515017818	0.434532496182	0.265014733141	0.734985266859	4861.26605353	0.412461060031
scaffold_0	4883372	604	8636.4	8184.0	7151.2	1937.15356645	3752563.94	1355.5	0.73276769048	0.694383166469	0.606753775666	0.222241729051	0.777758270949	6717.03153122	0.569916131955
scaffold_0	4943735	605	2335.5	841.0	331.4	3264.45045145	10656636.75	787.0	0.198158832513	0.0713558459189	0.0281181062277	0.631128320545	0.368871679455	861.499807368	0.073095181348
scaffold_0	4994887	607	2025.45	1522.0	245.8	1862.97040972	3470658.7475	1320.0	0.171852197522	0.129136263363	0.0208552519939	0.205546184775	0.794453815225	1609.12648005	0.136528633977
scaffold_0	5071719	616	9617.8	9542.0	9210.8	933.143054413	870755.96	328.0	0.816035974885	0.809604615646	0.781503478704	0.0515696236563	0.948430376344	9121.8136736	0.773953306771
scaffold_0	5252725	622	3562.95	2906.0	1138.4	2887.78310257	8339291.2475	1847.5	0.302303580519	0.246563719667	0.0965891735958	0.493885923208	0.506114076792	1803.25914991	0.153000097565
scaffold_0	5455016	629	7898.2	7983.5	6523.0	1637.58455049	2681683.16	896.0	0.670134057356	0.677371457662	0.553453249618	0.158819919334	0.841180080666	6643.80851312	0.563703420424
scaffold_0	5455119	628	2209.1	1303.0	189.2	2347.56620567	5511067.09	1167.0	0.187434244018	0.110554895639	0.0160529441711	0.326387264436	0.673612735564	1488.07789413	0.126258093852
scaffold_0	5472316	631	6013.3	5401.5	4106.8	2314.41856845	5356533.31	1399.0	0.510207025284	0.458297980655	0.348447310368	0.317235160698	0.682764839302	4105.66980818	0.348351417629
scaffold_0	5562787	634	3196.05	2723.0	1067.0	2162.82607888	4677816.6475	1560.5	0.271173426099	0.23103682335	0.0905311386391	0.277038866372	0.722961133628	2310.61993113	0.196047847542
scaffold_0	5570032	638	5215.05	4663.5	3470.6	2492.89150336	6214508.0475	1089.0	0.442478364161	0.395681316817	0.294468012897	0.368047829634	0.631952170366	3295.66216607	0.279625162572
scaffold_0	5581549	644	3838.85	3672.0	2498.0	1895.83636622	3594195.5275	1007.5	0.325712709995	0.311556083489	0.211946377058	0.212862523158	0.787137476842	3021.70270298	0.256380680721
scaffold_0	5581602	643	3284.8	2628.0	1841.6	1732.58066479	3001835.76	877.0	0.278703546581	0.222976412693	0.156253181741	0.177780626872	0.822219373128	2700.82619685	0.229155455358
scaffold_0	5585671	645	7980.75	7961.0	6706.4	1614.39403105	2606268.0875	830.5	0.677138129985	0.675462413032	0.569014084507	0.154353539446	0.845646460554	6748.89299007	0.572619462928
scaffold_0	5788945	653	7043.5	7160.0	5505.4	2200.22429538	4840986.95	1490.5	0.597615815374	0.607500424232	0.467113524521	0.286702459248	0.713297540752	5024.11122829	0.426277891421
scaffold_0	5944335	664	9696.35	9674.5	8462.4	1243.25316308	1545678.4275	1056.0	0.822700661802	0.820846767351	0.718004412014	0.0915412106967	0.908458789303	8808.73438166	0.74738964718
scaffold_0	6050202	671	4048.1	3910.5	1616.0	2483.33006062	6166928.19	1678.0	0.343466825047	0.331791956559	0.137111827592	0.365229961646	0.634770038354	2569.61259226	0.218022449708
scaffold_0	6157536	674	9271.65	9364.0	8051.2	1576.1993616	2484404.4275	1191.0	0.786666383845	0.794501951468	0.683115560835	0.14713628987	0.85286371013	7907.45381803	0.670919210761
scaffold_0	6157608	673	5878.0	4942.5	4192.8	2653.88434187	7043102.1	998.5	0.498727303581	0.419353470219	0.355744103173	0.417120457803	0.582879542197	3426.16594903	0.290697942392
scaffold_0	6207653	679	9343.4	9599.5	8206.6	1099.01357589	1207830.84	830.0	0.792754115052	0.814483285254	0.696300695741	0.0715325357741	0.928467464226	8675.04290525	0.736046402957
scaffold_0	6238792	49712	4511.15	3782.0	1852.2	3356.37976509	11265285.1275	1676.5	0.382754963516	0.320889190565	0.157152553877	0.667174892958	0.332825107042	1501.42398163	0.127390461703
scaffold_0	6248669	681	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	6251288	682	9434.5	9337.5	8236.8	1237.37595338	1531099.25	1119.5	0.800483624639	0.792253521127	0.698863057865	0.0906777739459	0.909322226054	8579.00054171	0.727897551477
scaffold_0	6283697	683	5025.45	5309.5	2822.8	2097.7600548	4400597.2475	2159.0	0.426391481419	0.450492109282	0.239504496861	0.260620833323	0.739379166677	3715.71303318	0.315264978209
scaffold_0	6310335	686	2525.7	1500.5	686.8	2978.34920887	8870564.01	832.0	0.214296623112	0.127312065162	0.0582725267266	0.525350004627	0.474649995373	1198.82349331	0.101715891169
scaffold_0	6310436	685	6485.15	6016.0	4475.8	2487.76402167	6188969.8275	2017.0	0.55024181232	0.51043611064	0.379755642287	0.366535354894	0.633464645106	4108.11324321	0.348558734364
scaffold_0	6373968	691	3784.8	3320.5	1665.8	2488.76938666	6193973.06	1592.0	0.321126760563	0.281732564059	0.141337179705	0.366831666178	0.633168333822	2396.41550985	0.203327295932
scaffold_0	6387606	692	6432.5	6503.0	4839.8	1522.68258347	2318562.25	935.0	0.545774647887	0.551756321059	0.410639742067	0.137314457952	0.862685542048	5549.22474922	0.470831897949
scaffold_0	6518100	700	5303.6	4645.0	3940.8	1968.51064005	3875034.14	1393.5	0.449991515357	0.394111657899	0.334362803326	0.229494900334	0.770505099666	4086.45084659	0.346720757389
scaffold_0	6590796	710	5120.0	4008.5	2647.4	2899.56967497	8407504.3	1452.5	0.434413711183	0.340106906499	0.224622433396	0.497925770889	0.502074229111	2570.62005305	0.218107929157
scaffold_0	6609658	712	3189.7	2843.5	1761.0	1778.68021578	3163703.31	1111.0	0.270634651281	0.24126081792	0.149414559647	0.187367065575	0.812632934425	2592.05527094	0.219926630828
scaffold_0	6689448	716	7448.8	6960.5	6120.6	1745.27406444	3045981.56	1130.0	0.632004072629	0.590573561853	0.519311047005	0.180395116346	0.819604883654	6105.07285736	0.517993624416
scaffold_0	6723862	718	9311.6	9107.5	7915.6	1498.65460998	2245965.64	1391.5	0.790055998642	0.772738842695	0.671610385203	0.133014998599	0.866985001401	8073.01753904	0.68496670109
scaffold_0	6817038	723	2546.7	2372.5	1247.6	1642.71166368	2698501.61	1018.0	0.216078398099	0.201298150348	0.10585440353	0.159815974689	0.840184025311	2139.69665726	0.181545618298
scaffold_0	6844277	726	9463.3	9540.0	8924.8	1370.09963506	1877173.01	532.5	0.802927201765	0.80943492279	0.757237400305	0.111173635451	0.888826364549	8411.23053564	0.713662865742
scaffold_0	6844328	725	7376.05	6673.0	5574.0	2103.2493308	4423657.7475	1189.5	0.625831494994	0.566180213813	0.472933989479	0.261986567652	0.738013432348	5443.62397767	0.461872049692
scaffold_0	6854707	728	3578.45	2572.0	1598.8	2451.66497456	6010661.1475	1056.0	0.303618700153	0.218225012727	0.135652469031	0.355975207223	0.644024792777	2304.61051971	0.195537970449
scaffold_0	6881192	731	2692.85	2006.0	634.0	2433.2844732	5920873.3275	1583.5	0.228478703547	0.170201934499	0.0537926353301	0.350657616189	0.649342383811	1748.58163825	0.148360906011
scaffold_0	6895545	733	5666.4	5039.5	3561.4	2537.00471817	6436392.94	1073.0	0.480773799423	0.427583573732	0.302172068556	0.381188733546	0.618811266454	3506.43216024	0.297508243699
scaffold_0	6926342	736	6812.75	6387.5	4927.2	1942.58392032	3773632.2875	1517.0	0.578037502121	0.541956558629	0.418055319871	0.223489480202	0.776510519798	5290.17204375	0.448852201235
scaffold_0	6926455	735	8936.05	8901.0	7177.4	1828.11973008	3342021.7475	1691.5	0.75819192262	0.75521805532	0.608976752079	0.197927791123	0.802072208877	7167.35736214	0.608124670129
scaffold_0	6932348	738	3841.65	2929.5	2342.6	2561.94356446	6563554.8275	953.5	0.325950279993	0.248557610725	0.198761242152	0.388719765181	0.611280234819	2348.32471409	0.199246963693
scaffold_0	6951128	742	8962.1	8366.0	7055.4	1930.55155072	3727029.29	1319.0	0.760402172069	0.709825216358	0.598625487867	0.220729465741	0.779270534259	6983.90045509	0.59255900688
scaffold_0	6980325	749	9279.9	9351.0	8582.2	1132.30494567	1282114.49	687.5	0.787366366876	0.793398947904	0.728169014085	0.0759319083312	0.924068091669	8575.25948388	0.727580136083
scaffold_0	7079737	755	9563.7	9425.0	8790.8	1052.28903349	1107312.21	576.5	0.811445783133	0.799677583574	0.745867978958	0.0655794235847	0.934420576415	8936.51806666	0.758231636404
scaffold_0	7090644	759	4474.15	4520.5	2846.6	1628.39780997	2651679.4275	739.5	0.379615645681	0.383548277618	0.241523841846	0.157042979222	0.842957020778	3771.51615452	0.319999673724
scaffold_0	7345418	781	3827.75	3036.0	1406.4	2727.55056553	7439532.0875	1723.5	0.324770914644	0.257593755303	0.119328016291	0.440598614945	0.559401385055	2141.24865164	0.181677299478
scaffold_0	7360428	782	4654.65	3416.0	2185.0	3312.03111814	10969550.1275	1348.0	0.394930425929	0.28983539793	0.185389445104	0.649660292597	0.350339707403	1630.70871906	0.138359809865
scaffold_0	7560767	786	2209.1	1303.0	189.2	2347.56620567	5511067.09	1167.0	0.187434244018	0.110554895639	0.0160529441711	0.326387264436	0.673612735564	1488.07789413	0.126258093852
scaffold_0	7591414	788	2412.5	1772.5	803.6	2471.4029113	6107832.35	1010.5	0.204692007466	0.150390293569	0.068182589513	0.361730071472	0.638269928528	1539.82620257	0.130648752976
scaffold_0	7651979	791	5045.1	4854.0	3497.0	1823.42630506	3324883.49	1076.5	0.428058713728	0.411844561344	0.296707958595	0.196912795498	0.803087204502	4051.65525543	0.343768475771
scaffold_0	7715450	794	3520.5	2449.5	1647.6	2773.18559602	7690558.35	838.0	0.298701849652	0.207831325301	0.139792974716	0.45546538644	0.54453461356	1917.03410704	0.16265349627
scaffold_0	7848655	796	6044.45	5735.0	4442.0	2178.13083801	4744253.9475	1218.5	0.512849991515	0.486594264381	0.376887833022	0.280973546942	0.719026453058	4346.11944418	0.36875271035
scaffold_0	7851619	799	9341.75	9491.0	8399.4	1456.47780192	2121327.5875	819.0	0.792614118446	0.805277447819	0.712659087052	0.125633438488	0.874366561512	8168.113826	0.693035281351
scaffold_0	7961061	808	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	8123819	815	3845.95	4031.0	2013.8	1596.66118745	2549326.9475	1304.0	0.326315119633	0.342015951128	0.170863736637	0.150981259157	0.849018740843	3265.28362634	0.277047651989
scaffold_0	8202971	819	2517.3	1957.5	929.2	1974.51376546	3898704.61	1129.5	0.213583913117	0.166086882742	0.0788393008654	0.230896759506	0.769103240494	1936.0635873	0.164268079696
scaffold_0	8265416	822	1922.0	1438.0	414.6	1996.63802428	3986563.4	557.0	0.163074834549	0.122009163414	0.0351773290344	0.236100105729	0.763899894271	1468.21559679	0.124572848871
scaffold_0	8281864	826	4631.75	4727.5	3238.0	1861.65775252	3465769.5875	1353.0	0.392987442729	0.401111488206	0.274732733752	0.205256629316	0.794743370684	3681.05260716	0.312324164871
scaffold_0	8309973	831	4047.15	3331.0	1468.0	2820.24650119	7953790.3275	1979.0	0.34338622094	0.282623451553	0.124554556253	0.471055028817	0.528944971183	2140.71964012	0.18163241474
scaffold_0	8482211	844	6007.75	6293.0	4870.6	1604.50568322	2574438.4875	596.0	0.509736127609	0.533938571186	0.413253012048	0.152468464214	0.847531535786	5091.75758412	0.432017443078
scaffold_0	8761802	858	7445.15	7488.0	6825.0	1287.10373611	1656636.0275	633.5	0.631694383166	0.635330052605	0.579076870864	0.098112560118	0.901887439882	6714.68727304	0.569717230022
scaffold_0	9069175	869	4474.35	4057.5	3423.8	1915.76538947	3670157.0275	654.0	0.379632614967	0.34426438147	0.290497200068	0.217361264651	0.782638735349	3501.79962551	0.297115189675
scaffold_0	9137024	873	5844.85	4960.0	4151.8	2215.02641689	4906342.0275	1562.0	0.495914644493	0.420838282708	0.352265399627	0.290573046307	0.709426953693	4146.49413029	0.351815215535
scaffold_0	9247428	878	8225.9	8013.5	6757.2	2062.37125416	4253375.19	989.5	0.6979382318	0.679916850501	0.573324283048	0.251901758809	0.748098241191	6153.78132221	0.52212636367
scaffold_0	9280038	881	9041.95	9346.5	7627.2	1503.52673654	2260592.6475	1217.0	0.767177159342	0.793017138978	0.647140675378	0.133881268033	0.866118731967	7831.40226851	0.664466508443
scaffold_0	9454592	888	5829.4	5326.0	4270.2	1742.95600633	3037895.64	1085.5	0.494603767181	0.451892075344	0.362311216698	0.179916236074	0.820083763926	4780.59629343	0.405616519042
scaffold_0	9693475	901	8860.4	8911.0	8128.2	1127.91468649	1272191.54	544.5	0.751773290344	0.7560665196	0.689648735788	0.0753442318517	0.924655768148	8192.8199681	0.695131509257
scaffold_0	9988197	922	9625.0	9467.0	8619.8	1159.08351727	1343474.6	943.5	0.816646869167	0.803241133548	0.731359239776	0.0795658975608	0.920434102439	8859.17823598	0.751669628031
scaffold_0	10060846	3	6299.35	6359.5	4936.0	1814.01015088	3290632.8275	610.5	0.534477346004	0.539580858646	0.418801968437	0.194884335337	0.805115664663	5071.7053622	0.430316083675
scaffold_0	10146294	13	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	10564788	22	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	10739396	31	8369.2	7848.0	7105.4	1714.76784435	2940428.76	1050.0	0.710096724928	0.665874766672	0.602867809265	0.17414386063	0.82585613937	6911.75520161	0.586437739828
scaffold_0	10759207	34	7222.55	7404.0	5205.6	2092.34099695	4377890.8475	1549.5	0.612807568301	0.628202952656	0.441676565417	0.259276070202	0.740723929798	5349.91561916	0.453921230202
scaffold_0	10759267	33	4069.85	3296.0	1714.6	2422.14077368	5866765.9275	1701.0	0.345312234855	0.279653826574	0.145477685389	0.347453161229	0.652546838771	2655.76775177	0.225332407244
scaffold_0	10793676	40	10122.6	9859.0	9436.4	985.249227353	970716.04	747.5	0.858866451722	0.836500933311	0.800644832853	0.0574896562981	0.942510343702	9540.65520516	0.809490514607
scaffold_0	11143334	49	2877.8	2441.0	1479.2	1512.15236005	2286604.76	1001.5	0.244171050399	0.207110130663	0.125504836246	0.135421808567	0.864578191433	2488.08311931	0.211104965154
scaffold_0	11143423	48	3604.15	2964.0	804.8	2923.62629751	8547590.7275	1777.5	0.305799253351	0.251484812489	0.0682844052265	0.506222245077	0.493777754923	1779.64909541	0.150996868777
scaffold_0	11150252	51	2596.95	1889.5	577.8	2510.80850475	6304159.3475	1264.5	0.220341931105	0.160317325641	0.0490242660784	0.373357335412	0.626642664588	1627.3596678	0.138075654828
scaffold_0	11258340	59	4215.3	3063.5	1588.2	2954.31912799	8728001.51	1585.5	0.357653147802	0.259927032072	0.134753096895	0.516906887599	0.483093112401	2036.3823967	0.172779772332
scaffold_0	11423979	67	8656.75	8363.0	7328.6	1556.11650833	2421498.5875	1278.5	0.734494315289	0.709570677074	0.621805531987	0.143410756375	0.856589243625	7415.27893475	0.629159929981
scaffold_0	11578415	72	5248.8	4925.0	3821.2	1960.64822444	3844141.46	1065.5	0.445341931105	0.41786865773	0.324215170541	0.227665313222	0.772334686778	4053.83030396	0.343953020869
scaffold_0	12032838	81	9552.4	10001.5	8998.0	1260.04799115	1587720.94	621.0	0.810487018497	0.848591549296	0.763448158833	0.094031135138	0.905968864862	8654.17698471	0.734276004133
scaffold_0	12808306	102	8210.8	7853.0	7206.2	1478.66806958	2186459.26	756.5	0.696657050738	0.666298998812	0.611420329204	0.129490794617	0.870509205383	7147.57698356	0.606446375662
